ABA055,  548.02,-2949.82,  6.00,  -89.98,  0.2,  0.1,ABA,ELYSIAN
ABA056,  563.24,-2949.82,  6.00,  -89.99,  0.1,  0.0,ABA,ELYSIAN
ABA057,  578.34,-2950.35,  6.00,  -94.16,  0.1, -0.2,ABA,ELYSIAN
ABA058,  593.46,-2951.20,  6.00,  -89.12,  0.2,  0.6,ABA,ELYSIAN
ABA059,  608.53,-2951.50,  6.00,  -92.68,  0.1, -0.1,ABA,ELYSIAN
ABA060,  623.67,-2951.85,  6.00,  -90.22,  0.1,  0.1,ABA,ELYSIAN
ABA061,  638.73,-2951.64,  6.00,  -86.31,  0.2,  0.5,ABA,ELYSIAN
AMP001, -572.09,  -73.41, 41.96, -114.57,  0.0,  0.0,AMP,BURTON
AMP002, -558.50,  -79.93, 41.94, -116.10, -1.3,  2.6,AMP,BURTON
AMP003, -546.24,  -88.57, 40.56, -133.69, -4.3,  3.4,AMP,BURTON
AMP004, -537.08, -100.43, 39.63, -148.16, -3.7,  2.1,AMP,BURTON
AMP005, -529.58, -113.57, 39.01, -151.37, -2.4,  2.0,AMP,BURTON
AMP006, -522.40, -126.75, 38.79, -150.77,  0.3,  2.4,AMP,BURTON
AMP007, -514.87, -139.87, 38.80, -150.16, -0.7,  1.5,AMP,BURTON
AMP008, -507.34, -153.08, 38.46, -150.11, -1.5,  1.9,AMP,BURTON
AMP009, -499.77, -166.26, 37.98, -149.91, -1.2,  1.9,AMP,BURTON
AMP010, -492.14, -179.42, 37.59, -149.78, -1.5,  2.1,AMP,BURTON
AMP011, -484.57, -192.59, 37.17, -150.07, -1.3,  2.2,AMP,BURTON
AMP012, -476.94, -205.73, 36.78, -148.40, -1.3,  2.7,AMP,BURTON
AMP013, -468.89, -218.60, 36.41, -155.30, -1.7,  1.0,AMP,BURTON
AMP014, -462.93, -232.38, 35.95, -149.35, -0.4,  3.3,AMP,BURTON
AMP015, -453.74, -244.27, 35.99, -141.61,  2.2, -1.3,CAW,BURTON
AMP016, -445.89, -257.08, 35.87, -154.29, -2.3, -0.6,AMP,BURTON
AMP017, -438.79, -270.47, 35.95, -144.17,  1.5,  3.3,AMP,BURTON
AMP018, -428.21, -281.34, 35.95, -128.91, -0.4,  2.0,AMP,BURTON
AMP019, -416.07, -290.51, 35.25, -125.29, -3.0,  2.1,DOP,BURTON
AMP020, -403.69, -299.23, 34.42, -125.45, -3.1,  1.9,AMP,BURTON
AMP021, -391.51, -307.99, 33.61, -125.67, -3.1,  1.7,AMP,BURTON
AMP022, -379.29, -316.86, 32.75, -125.87, -3.1,  2.4,AMP,ROCKF
AMP023, -367.08, -325.71, 31.94, -125.95, -2.7,  1.8,AMP,ROCKF
AMP024, -354.76, -334.62, 31.13, -125.80, -2.7,  1.5,AMP,ROCKF
AMP025, -342.42, -343.52, 30.47, -126.20, -1.9,  2.6,AMP,ROCKF
AMP026, -330.28, -352.44, 30.18, -126.23, -0.7,  2.2,AMP,ROCKF
AMP027, -318.16, -361.27, 30.01, -125.75, -0.2,  2.2,AMP,ROCKF
AMP028, -305.92, -370.10, 29.94, -125.72,  0.0,  2.3,AMP,ROCKF
AMP029, -293.72, -378.95, 29.97, -126.31,  0.0,  2.2,AMP,ROCKF
AMP030, -281.59, -388.09, 30.05, -128.26,  1.4,  0.5,AMP,ROCKF
AMP031, -269.24, -396.70, 30.12, -121.12, -0.2,  0.5,AMP,ROCKF
AMP032, -257.33, -406.07, 30.16, -133.78,  0.5,  0.3,SVB,ROCKF
AMP033, -246.19, -416.17, 30.05, -129.80,  0.3,  1.4,AMP,BURTON
AMP034, -234.47, -425.60, 30.62, -131.44,  3.0, -1.4,AMP,BURTON
AMP035, -224.05, -436.57, 31.54, -142.04,  4.2, -0.3,AMP,BURTON
AMP036, -216.07, -449.49, 32.79, -153.59,  4.9,  0.2,AMP,BURTON
AMP037, -211.71, -464.00, 33.75, -170.87,  2.1,  1.3,AMP,VINE
AMP038, -210.47, -479.15, 34.17,  179.54,  1.3,  0.9,OLF,VINE
AMP101, -293.11, -324.11, 30.01,   59.84,  0.7, -0.6,AMP,ROCKF
AMP102, -305.56, -315.47, 30.54,   64.47,  1.7, -1.7,AMP,ROCKF
AMP103, -319.12, -308.59, 30.77,   58.90,  1.2, -2.6,AMP,BURTON
AMP104, -331.80, -300.27, 31.18,   55.03,  3.8, -2.2,AMP,BURTON
AMP105, -344.10, -291.43, 32.07,   53.61,  3.5, -2.1,AMP,BURTON
AMP106, -356.38, -282.58, 32.94,   54.34,  3.5, -2.2,AMP,BURTON
AMP107, -368.65, -273.71, 33.82,   53.77,  3.5, -2.3,AMP,BURTON
AMP108, -380.85, -264.77, 34.70,   53.10,  3.6, -2.1,AMP,BURTON
AMP109, -392.78, -255.42, 35.59,   49.94,  3.5, -2.2,AMP,BURTON
AMP110, -403.28, -244.60, 36.25,   36.65, -0.3, -0.8,AMP,BURTON
AMP111, -411.40, -231.87, 36.23,   30.41, -0.1,  0.9,CAW,BURTON
AMP112, -419.45, -219.02, 36.23,   34.90, -0.3,  0.9,AMP,BURTON
AMP113, -428.29, -206.78, 36.22,   34.21,  0.2, -1.3,AMP,BURTON
AMP114, -435.73, -193.74, 36.68,   28.53,  2.6, -2.2,AMP,BURTON
AMP115, -443.08, -180.66, 37.20,   29.60,  1.6, -2.2,AMP,BURTON
AMP116, -450.67, -167.49, 37.60,   29.95,  1.6, -2.2,AMP,BURTON
AMP117, -458.22, -154.47, 37.98,   29.84,  1.7, -2.4,AMP,BURTON
AMP118, -465.74, -141.43, 38.37,   29.40,  1.7, -2.3,AMP,BURTON
AMP119, -473.09, -128.11, 38.76,   28.65,  1.1, -2.1,AMP,BURTON
AMP120, -480.57, -115.09, 38.89,   31.48,  0.4,  0.2,AMP,BURTON
AMP121, -488.94, -102.41, 38.86,   36.47,  0.3,  0.8,AMP,BURTON
AMP122, -500.18,  -92.14, 38.71,   57.29,  1.6, -2.7,AMP,BURTON
AMP123, -513.31,  -84.82, 39.41,   63.15,  3.8, -1.9,AMP,BURTON
AMP124, -526.78,  -78.23, 40.26,   63.06,  3.0, -2.5,AMP,BURTON
AMP125, -540.12,  -71.17, 41.28,   61.66,  5.8, -1.5,AMP,BURTON
AMP126, -553.73,  -64.45, 42.04,   64.36,  3.4, -0.1,AMP,BURTON
AJD001,-1966.11,  521.43,108.90, -108.40,  0.0,  0.0,AJD,CHIL
AJD002,-1951.69,  517.04,109.15, -107.95,  0.0,  2.9,AJD,CHIL
AJD003,-1937.34,  512.15,109.41, -109.64,  3.4,  2.6,AJD,CHIL
AJD004,-1923.80,  505.74,110.55, -122.90,  5.2,  1.7,AJD,CHIL
AJD005,-1913.54,  494.71,112.50, -149.78,  7.3,  1.2,AJD,CHIL
AJD006,-1907.96,  480.77,114.17, -162.02,  6.2,  1.9,AJD,CHIL
AJD007,-1903.51,  466.51,115.71, -161.97,  5.5,  2.3,AJD,CHIL
AJD008,-1897.29,  452.79,117.20, -144.85,  5.2,  2.6,AJD,CHIL
AJD009,-1885.33,  443.68,118.57, -107.63,  7.9,  3.3,AJD,RICHM
AJD010,-1870.53,  445.52,121.26,  -58.33, 11.5,  4.0,AJD,CHIL
AJD011,-1861.10,  456.94,124.02,  -27.89, 11.1,  5.8,AJD,CHIL
AJD012,-1854.69,  470.22,127.26,  -24.94, 14.2,  2.7,AJD,CHIL
AJD013,-1845.86,  481.70,131.26,  -60.22, 12.3, -1.1,AJD,CHIL
AJD014,-1831.22,  485.01,133.04,  -84.70,  4.1,  2.1,AJD,CHIL
AJD015,-1816.00,  485.28,133.35,  -92.07,  1.1,  2.2,AJD,CHIL
AJD016,-1801.00,  484.56,133.80,  -92.50,  0.8,  2.5,AJD,CHIL
AJD017,-1785.91,  483.95,133.34,  -91.51, -4.1,  2.6,AJD,CHIL
AJD018,-1770.75,  483.65,131.99,  -90.22, -5.6,  2.6,AJD,CHIL
AJD019,-1755.83,  484.12,130.49,  -84.57, -6.3,  3.1,AJD,CHIL
AJD020,-1741.10,  486.33,128.65,  -78.97, -7.4,  3.2,AJD,CHIL
AJD021,-1726.20,  489.35,128.05,  -78.14,  3.2,  2.6,AJD,CHIL
AJD022,-1711.57,  492.46,129.19,  -77.24,  3.2,  2.0,AJD,CHIL
AJD023,-1696.84,  495.95,128.87,  -75.65, -3.8,  3.0,AJD,CHIL
AJD024,-1682.57,  500.82,128.19,  -64.79, -0.5, -1.7,AJD,CHIL
AJD025,-1669.66,  508.84,129.07,  -51.69,  6.4,  3.9,AJD,CHIL
AJD026,-1658.78,  519.32,130.67,  -40.26,  4.9,  3.4,AJD,CHIL
AJD027,-1649.61,  531.24,131.44,  -37.12,  1.7,  2.9,AJD,CHIL
AJD028,-1638.19,  541.08,131.61,  -62.33, -0.3,  1.8,AJD,CHIL
AJD029,-1623.76,  545.31,131.22,  -83.48, -3.0,  3.1,AJD,CHIL
AJD030,-1608.94,  543.67,129.34, -109.74,-12.4,  2.4,AJD,CHIL
AJD031,-1597.10,  535.30,125.50, -138.86,-16.0,  2.0,AJD,CHIL
AJD032,-1590.22,  522.32,121.54, -163.45,-13.2,  3.3,AJD,CHIL
AJD033,-1587.37,  507.89,118.43, -174.25,-11.8,  1.8,AJD,CHIL
AJD034,-1586.44,  493.17,115.58, -176.92,-11.0,  2.2,AJD,CHIL
AJD035,-1585.25,  478.33,112.69, -173.39,-11.6,  2.2,AJD,CHIL
AJD036,-1581.95,  463.88,109.48, -158.55,-13.3,  3.2,AJD,CHIL
AJD037,-1573.23,  451.68,107.95, -135.84, -3.1,  3.1,AJD,CHIL
AJD038,-1560.92,  443.08,107.37, -114.56, -0.5,  3.7,AJD,RICHM
AJD039,-1546.29,  439.19,107.60,  -95.98,  2.7,  3.5,AJD,RICHM
AJD040,-1531.10,  439.34,108.57,  -83.31,  5.0,  3.3,AJD,RICHM
AJD041,-1516.49,  442.73,109.92,  -69.24,  5.7,  3.3,AJD,RICHM
AJD042,-1504.43,  451.59,111.55,  -34.61,  6.6,  3.9,AJD,CHIL
AJD043,-1499.56,  465.87,113.28,   -7.27,  7.3,  3.8,AJD,CHIL
AJD044,-1498.59,  480.81,114.87,   -1.96,  5.2,  1.8,AJD,CHIL
AJD045,-1496.13,  495.68,116.49,  -17.52,  5.4,  1.2,AJD,CHIL
AJD046,-1489.29,  509.20,117.40,  -38.00,  2.3,  2.4,AJD,CHIL
AJD047,-1477.14,  518.28,117.91,  -67.22,  1.3,  1.3,AJD,CHIL
AJD048,-1462.57,  521.92,117.94,  -82.11,  0.7,  7.6,AJD,CHIL
AJD049,-1447.56,  522.73,118.00,  -89.42,  0.8, 11.0,AJD,CHIL
AAB001,  480.26,-1129.57, 29.38,   88.71,  0.0,  0.0,AAB,SKID
AAB002,  465.25,-1129.28, 29.36,   89.76,  0.3,  2.3,AAB,SKID
AAB003,  450.20,-1129.25, 29.35,   90.20,  0.6,  2.3,AAB,SKID
AAB004,  435.08,-1129.25, 29.35,   89.99,  0.2,  2.2,AAB,SKID
AAB005,  420.02,-1129.00, 29.35,   88.21,  0.1,  2.4,AAB,SKID
AAB006,  404.85,-1128.56, 29.41,   89.96,  0.1, -0.4,SRS,SKID
AAB007,  389.84,-1129.27, 29.40,   93.23, -0.1, -0.5,AAB,SKID
AAB008,  374.83,-1129.08, 29.34,   88.00,  0.1,  2.5,AAB,SKID
AAB009,  359.74,-1128.96, 29.33,   91.20,  0.3,  2.7,AAB,SKID
AAB010,  344.71,-1129.18, 29.33,   90.59,  0.1,  2.5,AAB,SKID
AAB011,  329.60,-1129.30, 29.36,   90.85,  0.1,  1.5,AAB,SKID
AAB012,  314.37,-1129.37, 29.38,   89.92,  0.6,  0.9,AAB,SKID
AAB013,  299.36,-1129.37, 29.40,   89.52, -0.5,  0.6,AAB,SKID
AAB014,  284.20,-1128.98, 29.33,   88.51,  0.0,  2.6,AAB,SKID
AAB015,  269.11,-1128.74, 29.30,   89.59,  0.1,  2.6,AAB,SKID
AAB016,  253.91,-1128.57, 29.28,   89.52,  0.0,  2.5,AAB,SKID
AAB017,  238.78,-1128.42, 29.24,   89.43, -0.2,  2.4,AAB,SKID
AAB018,  223.73,-1128.30, 29.14,   89.49,  1.0, -0.2,AAB,SKID
AAB019,  208.66,-1128.06, 29.30,   88.92, -0.2,  0.7,STA,SKID
AAB020,  193.53,-1127.81, 29.13,   89.08,  1.1,  0.7,AAB,PBOX
AAB021,  178.30,-1127.51, 29.23,   88.90,  0.2,  2.0,AAB,PBOX
AAB022,  163.22,-1127.18, 29.23,   89.03,  0.2,  2.6,AAB,PBOX
AAB023,  148.14,-1127.02, 29.23,   89.80,  0.2,  2.1,AAB,PBOX
AAB024,  133.11,-1126.88, 29.23,   89.32,  0.2,  2.0,AAB,PBOX
AAB025,  117.97,-1126.72, 29.23,   91.04,  0.2,  2.3,AAB,PBOX
AAB026,  102.96,-1126.70, 29.24,   87.06,  0.0,  1.4,AAB,PBOX
AAB027,   87.87,-1126.14, 29.23,   90.02,  0.2,  2.3,AAB,PBOX
AAB028,   72.80,-1126.67, 29.28,   93.43,  0.7,  0.0,AAB,PBOX
AAB029,   57.75,-1127.50, 29.30,   92.78,  0.1, -0.4,ELA,PBOX
AAB030,   42.68,-1128.17, 29.30,   92.45,  0.1, -0.5,AAB,PBOX
AAB031,   27.61,-1128.77, 29.26,   92.16,  0.2,  1.0,AAB,PBOX
AAB032,   12.46,-1129.39, 28.70,   93.09, -2.3,  2.1,AAB,PBOX
AAB033,   -2.73,-1130.27, 27.95,   93.49, -3.0,  1.7,AAB,PBOX
AAB034,  -17.93,-1131.00, 27.17,   91.93, -2.5,  1.7,AAB,PBOX
AAB035,  -32.92,-1131.27, 26.51,   90.38, -2.4,  1.8,AAB,PBOX
AAB036,  -48.16,-1131.35, 26.01,   91.09, -1.3,  2.6,AAB,PBOX
AAB037,  -63.35,-1131.75, 25.77,   92.20, -0.7,  2.3,AAB,PBOX
AAB038,  -78.49,-1132.32, 25.69,   92.35,  0.4,  1.3,AAB,PBOX
AAB039,  -93.58,-1132.76, 25.77,   89.37,  0.0,  0.0,PRS,PBOX
AAB040, -108.64,-1131.98, 25.74,   86.87, -0.4,  0.8,AAB,PBOX
AAB041, -123.76,-1131.81, 25.59,   91.21, -1.4,  2.6,AAB,PBOX
AAB042, -138.96,-1132.15, 24.75,   90.71, -1.1,  4.0,AAB,PBOX
AAB043, -154.17,-1132.45, 23.93,   91.13, -3.0,  2.2,AAB,PBOX
AAB044, -169.25,-1132.59, 23.23,   90.51, -2.4,  1.9,AAB,PBOX
AAB045, -184.26,-1132.65, 22.96,   89.99,  0.2,  2.2,AAB,PBOX
AAB046, -199.38,-1132.60, 22.97,   89.58,  0.2,  2.0,AAB,PBOX
AAB047, -214.49,-1132.80, 22.98,   92.01,  0.2,  1.8,AAB,PBOX
AAB048, -229.72,-1132.78, 22.98,   88.86,  0.1,  1.7,AAB,PBOX
AAB049, -244.81,-1132.67, 22.96,   92.45,  0.3,  2.5,AAB,PBOX
AAB050, -260.01,-1133.36, 23.02,   84.80, -0.2, -0.7,AAB,PBOX
AAB051, -274.99,-1132.06, 23.05,   87.56,  0.2,  0.5,ALS,PBOX
AAB052, -290.20,-1131.97, 22.96,   90.99,  0.1,  3.0,AAB,PBOX
AAB053, -305.26,-1131.77, 23.48,   87.54,  3.5,  2.3,AAB,PBOX
AAB054, -320.34,-1130.77, 24.71,   85.19,  6.3,  2.6,AAB,PBOX
AAB055, -335.25,-1129.06, 26.54,   82.40,  6.1,  3.0,AAB,PBOX
AAB056, -350.21,-1126.70, 27.98,   80.13,  5.0,  3.3,AAB,PBOX
AAB057, -364.95,-1123.56, 29.03,   76.54,  3.0,  3.5,AAB,KOREAT
AAB058, -379.50,-1119.83, 29.21,   75.15,  0.0,  3.6,OLF,KOREAT
AAB059, -394.08,-1115.88, 29.15,   75.12,  0.0,  3.7,LPF,KOREAT
AAB060, -408.67,-1111.93, 29.09,   74.87,  0.0,  3.7,LPF,KOREAT
AAB061, -423.20,-1108.02, 29.06,   75.22,  0.2,  3.7,LPF,KOREAT
AAB062, -437.73,-1103.99, 29.05,   73.94,  0.1,  3.9,OLF,KOREAT
AAB063, -452.27,-1099.51, 28.71,   71.96, -2.2,  1.6,AAB,KOREAT
AAB064, -466.54,-1094.63, 27.43,   70.13, -4.9,  0.0,AAB,KOREAT
AAB065, -480.56,-1089.02, 25.76,   67.05, -7.3,  2.0,AAB,KOREAT
AAB066, -494.15,-1082.81, 23.97,   64.17, -5.9,  1.8,AAB,KOREAT
AAB067, -507.47,-1075.70, 22.85,   59.85, -2.5,  2.3,AAB,KOREAT
AGS001,-1090.23,-1367.38,  5.22,  114.09,  0.0,  0.0,AGS,DELSOL
AGS002,-1103.82,-1373.87,  5.19,  115.44,  0.1,  1.9,AGS,VCANA
AGS003,-1117.52,-1380.42,  5.14,  117.82,  1.1,  2.1,AGS,VCANA
AGS004,-1130.84,-1387.46,  5.12,  117.11,  0.2,  0.6,AGS,VCANA
AGS005,-1144.41,-1394.06,  5.08,  116.94,  0.5,  2.6,AGS,VCANA
AGS006,-1157.21,-1402.11,  4.93,  125.44, -0.7,  2.6,AGS,VCANA
AGS007,-1169.51,-1410.92,  4.61,  125.70, -0.7,  2.0,AGS,VCANA
AGS008,-1182.05,-1419.19,  4.36,  121.93, -1.2,  2.4,AGS,VESP
ALB001, 2050.59, 3933.39, 33.09,  118.72,  0.0,  0.0,SEF,SANDY
ALB002, 2037.23, 3926.31, 33.14,  119.29,  2.7,  0.7,ALB,SANDY
ALB003, 2023.99, 3918.85, 33.71,  119.35,  2.7,  0.7,ALB,SANDY
ALB004, 2010.95, 3911.32, 34.46,  119.93,  5.8,  0.5,ALB,SANDY
ALB005, 1997.87, 3903.82, 35.93,  119.85, -1.5,  0.6,ALB,SANDY
ALB006, 1984.94, 3896.35, 33.32,  120.14, -9.5,  0.7,ALB,SANDY
ALB007, 1971.72, 3888.97, 32.26,  115.77,  0.2,  0.2,ALB,SANDY
ALB008, 1957.80, 3883.32, 32.25,  111.25,  0.1,  0.7,ALB,SANDY
ALB009, 1944.36, 3876.39, 32.21,  120.57,  0.0,  0.0,ALB,SANDY
ALB010, 1931.36, 3868.59, 32.33,  120.88,  0.5, -0.2,ALB,SANDY
ALB011, 1918.24, 3860.93, 32.37,  119.82, -0.1,  0.0,ALB,SANDY
ALB012, 1905.20, 3853.48, 32.33,  119.77,  0.1,  0.0,ALB,SANDY
ALB013, 1892.18, 3845.90, 32.34,  120.58,  0.5,  0.2,ALB,SANDY
ALB014, 1879.22, 3838.18, 32.34,  120.76,  0.0,  0.3,ALB,SANDY
ALB015, 1866.20, 3830.70, 32.36,  119.42,  0.7, -0.1,ALB,SANDY
ALB016, 1853.09, 3823.15, 32.58,  120.64,  1.6,  0.2,ALB,SANDY
ALB017, 1840.04, 3815.47, 32.93,  120.19,  1.6, -0.1,ALB,SANDY
ALB018, 1826.94, 3807.83, 33.34,  120.43,  2.4,  0.0,ALB,SANDY
ALB019, 1813.99, 3800.15, 33.58,  120.95,  0.4,  0.1,ARA,SANDY
ALB020, 1801.05, 3792.50, 33.54,  119.63,  0.1, -0.1,ALB,SANDY
ALB021, 1787.78, 3785.05, 33.67,  119.18,  0.5,  0.0,ALB,SANDY
ALB022, 1774.59, 3777.68, 33.75,  119.27,  0.4,  0.0,ALB,SANDY
ALB023, 1761.44, 3770.10, 33.80,  120.60,  0.3,  0.0,ALB,SANDY
ALB024, 1748.39, 3762.33, 33.78,  120.92,  1.4,  0.2,ALB,SANDY
ALB025, 1735.37, 3754.53, 33.84,  120.61, -0.2, -0.1,ALB,SANDY
ALB026, 1722.09, 3747.15, 33.82,  117.64, -0.1, -0.2,ALB,SANDY
ALB027, 1708.69, 3739.90, 33.75,  119.54,  0.5,  0.2,ALB,SANDY
ALB028, 1695.61, 3732.23, 33.82,  120.48,  0.5, -0.2,ALB,SANDY
ALB029, 1682.49, 3724.68, 33.90,  119.68,  0.6,  0.5,ALB,SANDY
ALB030, 1669.34, 3717.16, 33.98,  119.88,  0.5,  0.6,ALB,SANDY
ALB031, 1656.21, 3709.64, 33.98,  119.55,  0.5,  0.1,ALB,SANDY
ALB032, 1643.03, 3702.03, 34.07,  120.40,  0.4,  0.0,ALB,SANDY
ALB033, 1630.07, 3694.41, 34.21,  120.26,  1.1, -0.2,ALB,SANDY
ALB034, 1616.94, 3686.84, 34.41,  120.58,  0.8,  0.3,ALB,SANDY
ALB035, 1604.53, 3678.12, 34.44,  127.16,  0.8,  0.3,ALB,SANDY
ALB036, 1592.15, 3669.50, 34.44,  122.48,  0.2,  0.2,ALB,SANDY
ALB037, 1578.99, 3661.94, 34.39,  117.96, -0.3,  0.4,ALB,SANDY
ALB038, 1565.09, 3654.69, 34.36,  117.49,  0.7,  0.5,ALB,SANDY
ALB039, 1551.59, 3647.86, 34.46,  116.17,  0.5,  0.6,ALB,SANDY
ALB040, 1537.92, 3641.35, 34.56,  115.04,  0.6,  0.6,ALB,SANDY
ALB041, 1524.21, 3635.13, 34.69,  113.97,  0.6,  0.4,ALB,SANDY
ALB042, 1510.37, 3629.17, 34.80,  112.58,  0.6,  0.4,ALB,SANDY
ALB043, 1496.36, 3623.53, 34.81,  111.28,  0.1,  0.4,ALB,SANDY
ALB044, 1482.26, 3618.17, 34.80,  110.64,  0.4,  0.5,ALB,SANDY
ALB045, 1468.13, 3612.94, 34.80,  110.03, -0.1,  0.2,ALB,SANDY
ALB046, 1453.94, 3607.79, 34.79,  110.25,  0.4,  0.6,ALB,SANDY
ALB047, 1439.76, 3602.56, 34.89,  110.19,  0.5,  0.5,ALB,SANDY
ALB048, 1425.56, 3597.43, 34.90,  109.68,  0.1,  0.3,ALB,SANDY
ALB049, 1411.44, 3592.33, 34.90,  110.20,  0.2,  0.5,ALB,SANDY
ALB050, 1397.28, 3587.09, 34.92,  110.55,  0.4,  0.5,ALB,SANDY
ALB051, 1383.13, 3581.87, 34.96,  109.96,  0.3,  0.5,ALB,SANDY
ALB052, 1368.89, 3576.78, 34.97,  109.84,  0.1,  0.5,ALB,SANDY
ALB053, 1354.71, 3571.58, 34.94,  110.15,  0.0,  0.5,ALB,SANDY
ALB054, 1340.51, 3566.48, 34.95,  109.88,  0.0,  0.3,ALB,SANDY
ALB055, 1326.22, 3561.25, 34.95,  110.17,  0.0,  0.5,ALB,SANDY
ALB056, 1311.91, 3556.05, 35.07,  110.24,  0.6,  0.4,ALB,SANDY
ALB057, 1297.76, 3550.89, 35.13,  109.69,  0.2,  0.4,ALB,SANDY
ALB058, 1283.47, 3546.00, 35.15,  108.14,  0.1,  0.4,ALB,DESRT
